project_name,developer,street_name,existing,latitude,longitude
PRESTIGE LOFT,,,N,1.352083,103.819836
CRESCENDO BUILDING,,,N,1.31293,103.926349
D0MANSIONS,,,N,1.32501,103.85217
THE ARMADALE,,,N,1.352083,103.819836
MELROSE VILLE,,,N,1.352083,103.819836
BALMORAL GATE,,,N,1.315275,103.832664
CORONA VILLE,,,N,1.352083,103.819836
J GATEWAY,MCL Land (Gateway) Pte Ltd,Gateway Drive,N,1.335535,103.741861
NOVA 88,,,N,1.352083,103.819836
GRAND REGALIA,,,N,1.352083,103.819836
MARTIA RESIDENCE,,,N,1.352083,103.819836
CITYVALE,,,N,1.352083,103.819836
THONG SIA BUILDING,,,N,1.304222,103.836806
CENTRA RESIDENCE,,,N,1.29806,103.852573
ESTILO,,,N,1.352083,103.819836
KOVAN 81,,,N,1.355361,103.878447
TREASURE MANSIONS,,,N,1.352083,103.819836
WOO MON CHEW COURT,,,N,1.315471,103.929478
KIM KEAT LODGE,,,N,1.324109,103.852595
EASTWOOD LODGE,,,N,1.352083,103.819836
EVER LODGE,,,N,1.314632,103.889384
THE BEACON EDGE,,,N,1.352083,103.819836
JC RESIDENCE,,,N,1.352083,103.819836
GLOBAL VILLE,,,N,1.352083,103.819836
SKYLINE 360 @ SAINT THOMAS WALK,,,N,1.29696,103.835769
8 RAJA,,,N,1.343004,103.773352
PIN MANSIONS,,,N,1.364425,103.886279
CAMELOT BY0THE0WATER,,,N,1.352083,103.819836
THE LINC,,,N,1.328136,103.713095
BALMORAL HEIGHTS,,,N,1.315275,103.832664
NEWTON LODGE,,,N,1.352083,103.819836
TEMBELING COURT,,,N,1.310531,103.902828
THOMSON IMPERIAL COURT,,,N,1.352083,103.819836
WATERLOO APARTMENTS,,,N,1.299195,103.851553
LA DOLCE VITA,,,N,1.352083,103.819836
EAST ELEGANCE,,,N,1.352083,103.819836
ONE AKYAB,,,N,1.322787,103.848012
SUITES @ SIMS,,,N,1.352083,103.819836
BAYOU RESIDENCE,,,N,1.352083,103.819836
2 RVG,,,N,1.352083,103.819836
ILLUMINAIRE ON DEVONSHIRE,,,N,1.352083,103.819836
EUNOS GREEN,,,N,1.324087,103.905623
CASA FLORA,,,N,1.352083,103.819836
VILLA CHANCERY,,,N,1.352083,103.819836
PEPYS HILL CONDOMINIUM,,,N,1.352083,103.819836
MARINE VILLE,,,N,1.304408,103.906745
TANQUEELAN SUITES,,,N,1.298294,103.856809
3@SANDILANDS,,,N,1.361879,103.878148
EAST PALM,,,N,1.314512,103.930443
STRAITS RESIDENCES,,,N,1.303895,103.831941
BALMORAL 8,,,N,1.314694,103.832202
CASA ESPERANZA,,,N,1.352083,103.819836
CHELSEA GROVE,,,N,1.352083,103.819836
SHANGHAI ONE,,,N,1.294772,103.82779
MIDTOWN RESIDENCES,Oxley-Lian Beng Pte Ltd,Upper Serangoon Road,N,1.370524,103.895062
SUNSHINE REGENCY,,,N,1.352083,103.819836
CASTLE LOFT,,,N,1.352083,103.819836
EDENZ SUITES,Admin Holdings Pte Ltd,Lorong 28 Geylang,N,1.352083,103.819836
LEITH GROVE,,,N,1.361912,103.875034
VIBES@UPPER SERANGOON,Oxley Global Pte Ltd,Upper Serangoon Road,N,1.34493,103.871123
MINBU VILLA,,,N,1.352083,103.819836
THE CITRON RESIDENCES,Goodland Assets Pte Ltd,Marne Road,N,1.352083,103.819836
MABELLE,,,N,1.352083,103.819836
DELIGHT COURT,,,N,1.352083,103.819836
SUITES @ SURREY,,,N,1.315953,103.841871
WILLYN VILLE,,,N,1.311885,103.796454
ROSYTH VILLE,,,N,1.352083,103.819836
D'HIRO@HILLSIDE,,,N,1.352083,103.819836
ST PATRICK'S LOFT,,,N,1.352083,103.819836
SHEBA LODGE,,,N,1.352083,103.819836
RESIDENCES AT EMERALD HILL,,,N,1.303727,103.839569
CRYSTAL MANSIONS,,,N,1.311356,103.876605
THE BECCAGAYLE,,,N,1.352083,103.819836
EVERITT GREEN,,,N,1.316029,103.901506
EMILY RESIDENCE,,,N,1.304107,103.849093
SEA AVENUE RESIDENCES,,,N,1.352083,103.819836
ONE ROSYTH,Mushrooms Realty Pte Ltd,Rosyth Road,N,1.362897,103.873579
CITY TOWERS,,,N,1.352083,103.819836
THE OCTET,Osmo Capital Pte Ltd,Lorong 24 Geylang,N,1.352083,103.819836
EURO0ASIA APARTMENTS,,,N,1.322955,103.86393
SKT MANSIONS,,,N,1.314733,103.882658
SIGLAP V,,,N,1.312862,103.923705
MEYER MELODIA,Cang Properties Pte Ltd,Meyer Place,N,1.352083,103.819836
RISING COURT,,,N,1.307202,103.904193
SHUNFU VILLE,,,N,1.352083,103.819836
SUNSHINE MANSIONS,,,N,1.352083,103.819836
LOFT @ STEVENS,,,N,1.352083,103.819836
PASIR VIEW PARK,,,N,1.283012,103.785569
PAVILION SQUARE,Pollux Treasures Pte Ltd,Geylang Road,N,1.370243,103.753317
ST MICHAEL'S CONDOMINIUM,,,N,1.352083,103.819836
SIMS MEADOWS,,,N,1.315977,103.887254
MARINE VIEW MANSIONS,,,N,1.303637,103.905411
PENG'S COURT,,,N,1.282372,103.831091
AURA 83,Development 83 Pte Ltd,Duku Road,N,1.352083,103.819836
MARINE MEADOWS,,,N,1.304968,103.916227
GARDEN PARK RESIDENCES,Boulevard Residences Pte Ltd,Lorong M Telok Kurau,N,1.352083,103.819836
PINNACLE 16,,,N,1.2771,103.841344
FIRST POINT SUITES,,,N,1.352083,103.819836
8 EDEN GROVE,,,N,1.344514,103.872588
CASA AROMA,,,N,1.352083,103.819836
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,,,N,1.244819,103.841058
BOONVIEW,,,N,1.351683,103.841295
ESPIRA SUITES,,,N,1.31718,103.912771
ICON @ PASIR PANJANG,,,N,1.352083,103.819836
SOPHIA 98,,,N,1.302211,103.847076
KENG LEE VIEW,,,N,1.313649,103.842625
DYNASTY LODGE,,,N,1.323986,103.792047
CASSIA EDGE,Macly Equity Pte Ltd,Guillemard Road,N,1.352083,103.819836
THE LUSH,,,N,1.352083,103.819836
LLOYD SIXTYFIVE,TG (2010) Pte Ltd,Lloyd Road,N,1.352083,103.819836
EAST GALLERIA,,,N,1.352083,103.819836
RIVIERA 38,,,N,1.316547,103.942071
TAIPAN GRAND,,,N,1.311407,103.933546
RV POINT,Galaxy Land Pte Ltd,River Valley Road,N,1.352083,103.819836
THE ELYSIA,,,N,1.352083,103.819836
LA MAISON,,,N,1.352083,103.819836
DOMUS,,,Y,1.352083,103.819836
BALMORAL RESIDENCES,,,Y,1.352083,103.819836
ONZE @ TANJONG PAGAR,Heeton Holdings Ltd,Kee Seng Street,Y,1.352083,103.819836
UBER 388,,,Y,1.352083,103.819836
D' ALMIRA,,,Y,1.352083,103.819836
LIBERTE,,,Y,1.313979,103.836618
EMERALD EAST,,,Y,1.302076,103.838516
LUXE VILLE,,,Y,1.352083,103.819836
THE ALBRACCA,,,Y,1.352083,103.819836
TIONG BAHRU ESTATE,,,Y,1.286489,103.825134
SUMMER SCENT,,,Y,1.352083,103.819836
THE AZZURO,,,Y,1.352083,103.819836
RICH EAST GARDEN,,,Y,1.352083,103.819836
FRASER SUITES,,,Y,1.352083,103.819836
D' CASTILIA,,,Y,1.352083,103.819836
MILL POINT,,,Y,1.352083,103.819836
GILSTEAD TWO,,,Y,1.315114,103.838436
SUNNY LODGE,,,Y,1.352083,103.819836
THE ESTORIL,,,Y,1.311153,103.801199
ONE ROBIN,,,Y,1.318867,103.828501
DERBYSHIRE HEIGHTS,,,Y,1.316482,103.845819
POMEX COURT,,,Y,1.352083,103.819836
KILLINEY 118,Creslin Pte Ltd,Killiney Road,Y,1.298041,103.838547
ESPIRA SPRING,,,Y,1.352083,103.819836
BERKELEY RESIDENCES,Bvlgari Park Residences Pte Ltd,Lorong N Telok Kurau,Y,1.352083,103.819836
THE AMBROSIA,,,Y,1.352083,103.819836
EDENZ LOFT,A Development Pte Ltd,Lorong 24 Geylang,Y,1.352083,103.819836
BELLERIVE,,,Y,1.352083,103.819836
NOMU,,,Y,1.352083,103.819836
STEVENS LOFT,,,Y,1.352083,103.819836
D'EVELYN,,,Y,1.352083,103.819836
VINA LODGE,,,Y,1.352083,103.819836
CANTIZ @ RAMBAI,,,Y,1.352083,103.819836
KOVANA,,,Y,1.359977,103.885272
RIVERSIDE 48,,,N,1.442065,103.78376
FINLAND GARDENS,,,N,1.352083,103.819836
CAIRNHILL ASTORIA,,,N,1.307049,103.839444
BLISS VILLE,,,N,1.352083,103.819836
SIGLAP LODGE,,,N,1.313607,103.928553
BALMY COURT,,,N,1.352083,103.819836
SMAILING COURT,,,N,1.352083,103.819836
VITRA,,,N,1.352083,103.819836
NEW COURT,,,N,1.28345,103.842833
THE BAYCOURT,,,N,1.352083,103.819836
CHUN TIN COURT,,,N,1.341927,103.773867
TAIPAN JADE,,,N,1.352083,103.819836
STILL 123,,,N,1.313862,103.906383
BAODE BUILDING,,,N,1.352083,103.819836
WALLICH RESIDENCE AT TANJONG PAGAR CENTRE,Belmeth Pte Ltd/Guston Pte Ltd/Perfect Eagle Pte Ltd,Wallich Street,N,1.352083,103.819836
HOMEY GARDENS,,,N,1.278889,103.801499
SIMON PLAZA,,,N,1.36194,103.884927
RIVERSHIRE,,,N,1.352083,103.819836
ONE @ PULASAN,,,N,1.312263,103.905927
THE PEAK @ CAIRNHILL I,,,N,1.352083,103.819836
LOFT 33,Macly Equity Pte Ltd,Lorong 32 Geylang,N,1.346783,103.852544
LA BRISA,,,N,1.352083,103.819836
STELLAR RV,,,N,1.352083,103.819836
WILKIE 87,,,N,1.303265,103.847028
PALM HAVEN,,,N,1.314512,103.930443
SUMMER VIEW,,,N,1.311752,103.878496
DAISY SUITES,,,N,1.343799,103.868392
ESPIRA RESIDENCE,,,N,1.31718,103.912771
EDEN VIEW,,,N,1.344895,103.871733
TOPAZ MANSIONS,,,N,1.328302,103.865807
BALESTIER TOWERS,,,N,1.352083,103.819836
NOVENA LODGE,,,N,1.323623,103.841615
ROYALE MANSIONS,,,N,1.352083,103.819836
HOLLAND TOWER,,,N,1.308119,103.803121
MOULMEIN COURT,,,N,1.319195,103.850088
TORIEVILLE,,,N,1.352083,103.819836
D 0 HERITAGE APARTMENTS,,,N,1.352083,103.819836
WHITE HOUSE RESIDENCES,,,N,1.316805,103.822178
HERTFORD COLLECTION,,,N,1.352083,103.819836
VIVACE,,,N,1.292988,103.840568
QUBE SUITES,,,N,1.352083,103.819836
MAR THOMA MANSIONS,,,N,1.328074,103.863237
OPAL SUITES,,,N,1.352083,103.819836
IVORY,,,N,1.311287,103.900478
MERGUI MANSIONS,,,N,1.317313,103.851787
K0LODGE,,,N,1.352083,103.819836
SUNFLOWER VIEW,,,N,1.352083,103.819836
PRESTIGE POINT,,,N,1.352083,103.819836
THE SCENIC @ BRADDELL,,,N,1.343174,103.86899
THE PALLADIUM,,,N,1.303306,103.903881
THE ESTIVA,,,N,1.352083,103.819836
LEICESTER LODGE,,,N,1.330029,103.867007
THE HILLFORD,World Class Developments (North) Pte Ltd,Jalan Jurong Kechil,N,1.352083,103.819836
THE RIVERSIDE PIAZZA,,,N,1.352083,103.819836
THE ARIEL,,,N,1.352083,103.819836
DONG LONG MANSION,,,N,1.352083,103.819836
CAMBIO SUITES,Urban Lofts Pte Ltd,Lim Tua Tow Road,N,1.352083,103.819836
LA NOUVELLE,,,N,1.352083,103.819836
CENTRO MANSIONS,,,N,1.352083,103.819836
ROBINSON SUITES,50 Robinson Pte Ltd,Robinson Road,N,1.352083,103.819836
MONVILLE MANSIONS,,,N,1.352083,103.819836
KNOX VIEW,,,N,1.352083,103.819836
STILLZ RESIDENCE,,,N,1.352083,103.819836
ONEROBEY,,,N,1.352083,103.819836
KENSINGTON SQUARE,Kensington Village Pte Ltd,Jalan Lokam,N,1.366995,103.866446
AQUENE,,,N,1.314359,103.909139
LE MERRITT,,,N,1.311119,103.913457
SPRING @ LANGSAT,,,N,1.352083,103.819836
CASA JERVOIS,,,N,1.352083,103.819836
CASA EMERALD,,,N,1.352083,103.819836
SHAN GATE APARTMENTS,,,N,1.325692,103.846769
KEMBANGAN COURT,,,N,1.319633,103.91228
SOMMERVILLE LOFT,,,N,1.352083,103.819836
HOLLAND COURT,,,N,1.313073,103.798206
CORONATION GROVE,,,N,1.377863,103.757493
THE CHERRYWOOD,,,N,1.352083,103.819836
THE CASSANDRA,,,N,1.352083,103.819836
OXLEY EDGE,Oxley Mosaic Pte Ltd,River Valley Road,N,1.352083,103.819836
THE CALYPSO,,,N,1.352083,103.819836
THE SPRINGS,,,N,1.319136,103.846716
HOLLAND SUITES,,,N,1.352083,103.819836
RAJAH TOWERS,,,N,1.352083,103.819836
TORIE MANSIONS,,,N,1.311864,103.903183
TEMBELING RESIDENCE,,,N,1.352083,103.819836
FORTUNE SPRING,,,N,1.352083,103.819836
CAMBRIDGE VILLAGE,,,N,1.315,103.848578
JERVOIS GROVE,,,N,1.29524,103.818503
JERVOIS REGENCY,,,N,1.294473,103.821964
THREE 11,Aurum Land Pte Ltd,Upper Thomson Road,N,1.319606,103.647578
VIBES @ KOVAN,,,N,1.352083,103.819836
SHAN COURT,,,N,1.325616,103.846963
NEWTON IMPERIAL,,,N,1.352083,103.819836
MAYBELLE LODGE,,,N,1.312295,103.909123
ROSYTH LODGE,,,N,1.352083,103.819836
THE ADARA,,,N,1.352083,103.819836
HOLLAND HILL LODGE,,,N,1.309461,103.803341
LUCKY COURT,,,N,1.318098,103.941663
EASTBAY,,,N,1.352083,103.819836
SETIA RESIDENCES,,,N,1.352083,103.819836
KAP RESIDENCES,Oxley Sanctuary Pte Ltd,King Albert Park,N,1.352083,103.819836
BALESTIER REGENCY,,,N,1.352083,103.819836
VA RESIDENCES,Wang Yang Development Pte Ltd,Boon Teck Road,N,1.352083,103.819836
EBONY MANSIONS,,,N,1.31038,103.910367
LEONIE HILL RESIDENCES,,,N,1.352083,103.819836
CITY SUITES,Corporate Residence Pte Ltd,Balestier Road,N,1.352083,103.819836
URBAN RESIDENCES,,,N,1.352083,103.819836
SUITES @ OWEN,,,N,1.352083,103.819836
KIM KEAT GARDENS,,,N,1.33024,103.855153
28 SHELFORD,,,N,1.329327,103.811874
57 @ KOVAN,,,N,1.357433,103.880388
R66 APARTMENTS,,,N,1.311652,103.773708
SINGA COURT,,,N,1.330676,103.907269
LIV ON SOPHIA,RH Mount Sophia Pte Ltd,Adis Road,N,1.352083,103.819836
KENT RESIDENCES,,,N,1.352083,103.819836
HILLVIEW APARTMENTS,,,N,1.356201,103.762287
D'GALLERY,,,N,1.319991,103.912268
BELMONDO VIEW,,,N,1.352083,103.819836
THE ARIZON,,,N,1.313783,103.886598
SUITES 123,,,N,1.315265,103.853614
BLISS REGALIA,,,N,1.352083,103.819836
NATURA@HILLVIEW,Mequity (Hillview) Pte Ltd,Hillview Terrace,N,1.352083,103.819836
SEMBAWANG COTTAGE,,,N,1.426947,103.826128
THE SUNNIDORA,,,N,1.352083,103.819836
D'ZIRE,,,N,1.352083,103.819836
THE MORNING GLORY,,,N,1.352083,103.819836
ESTIQUE,,,N,1.352083,103.819836
COSY LODGE,,,N,1.352083,103.819836
EASTWIND MANSIONS,,,N,1.3146,103.902381
MINTON COURT,,,N,1.349957,103.881638
SIGLAP SHOPPING CENTRE,,,N,1.352083,103.819836
NICOLE GREEN,,,N,1.309465,103.879826
HEJI GARDENS,,,N,1.352083,103.819836
D'MIRA,,,N,1.352083,103.819836
D' IXORAS,,,N,1.28871,103.837373
BOON TECK APARTMENTS,,,N,1.32719,103.850686
THE AMSTON,,,N,1.352083,103.819836
THE BOULEVARD RESIDENCE,,,N,1.352083,103.819836
FERRA,Far East Lighthouse Pte Ltd/Orchard Landmark Pte Ltd,Leonie Hill,N,1.352083,103.819836
RACE COURSE MANSION,,,N,1.309943,103.852126
CENTRINA,,,N,1.352083,103.819836
CANBERLIN LODGE,,,N,1.309322,103.876929
CASA IRRAWADDY,,,N,1.324951,103.84603
BUCKLEY RESIDENCE,,,N,1.352083,103.819836
CLYDES RESIDENCE,,,N,1.352083,103.819836
MEYA LODGE,,,N,1.352083,103.819836
HARMONY @ 1A,,,N,1.363206,103.887728
SPAZIO @ KOVAN,Spazio Land Pte Ltd,Upper Serangoon Road,N,1.352083,103.819836
G RESIDENCES,South Island LG Pte Ltd,Lorong G Telok Kurau,N,1.317829,103.832478
CHATEAU LE FAME,,,N,1.316668,103.829365
SUNNY PARC,,,N,1.352083,103.819836
GLAMOUR VILLE,,,N,1.352083,103.819836
LITTLE INDIA CONSERVATION AREA,,,N,1.352083,103.819836
WAN THO LODGE,,,N,1.332932,103.871677
GUILIN COURT,,,N,1.31215,103.8846
D'CAMBRIDGE,,,N,1.352083,103.819836
SAGE,,,Y,1.352083,103.819836
DELFI ORCHARD,,,Y,1.307012,103.828399
SANDY PALM,,,Y,1.352083,103.819836
THE SOUND,,,Y,1.352083,103.819836
JALAN BESAR PLAZA,,,Y,1.308487,103.857309
HOLLAND HILL PARK,,,Y,1.310162,103.801655
KEMBANGAN PLAZA,,,Y,1.32044,103.91272
THE HORIZON,,,Y,1.298406,103.833362
SEASUITES,Link (THM) Greenleaf Pte Ltd,Pasir Panjang Road,N,1.352083,103.819836
MACKENZIE 138,,,N,1.306735,103.846856
SULTAN GATE PLACE,,,N,1.302417,103.860178
BALMORAL POINT,,,N,1.315275,103.832664
CANDEVILLE,,,N,1.310734,103.910873
TREASURE GARDENS,,,N,1.248955,103.842987
DUNEARN LODGE,,,N,1.352083,103.819836
CHARLTON CORNER,,,N,1.354743,103.881872
MAKEWAY VIEW,,,N,1.312153,103.841882
HAPPY MANSION,,,N,1.352083,103.819836
HERITAGE RESIDENCES,,,N,1.352083,103.819836
FUYUEN COURT,,,N,1.315849,103.888907
ONAN COURT,,,N,1.311132,103.900391
KISMIS LODGE,,,N,1.336965,103.76838
PASIR PANJANG COURT,,,N,1.28086,103.784958
GOODWOOD GARDENS,,,N,1.312144,103.833535
WORTHINGTON,,,N,1.352083,103.819836
JERVOIS MEADOWS,,,N,1.294922,103.821179
JANSEN 28,,,N,1.360127,103.876729
BREEZY MANSIONS,,,N,1.352083,103.819836
HUA COURT,,,N,1.337919,103.785202
KOVAN PRIMERA,,,N,1.352083,103.819836
EMPRADO SUITES,,,N,1.352083,103.819836
RE CHARGE @ 303,,,N,1.352083,103.819836
PINE COURT,,,N,1.308108,103.882958
448@EAST COAST,,,N,1.308736,103.913452
URBAN HERITAGE,TIEC Holdings Pte Ltd,Balestier Road,N,1.352083,103.819836
BOON COURT,,,N,1.315549,103.905502
ULTRA MANSION,,,N,1.352083,103.819836
BOUGAINVILLA APARTMENTS,,,N,1.313513,103.879451
MARGATE POINT,,,N,1.299777,103.888766
HOOT KIAM MANSION,,,N,1.296459,103.830084
KINGSTON TERRACE,,,N,1.352083,103.819836
ASPEN LINQ,Optimus Hill Pte Ltd,Institution Hill,N,1.352083,103.819836
BELLEZZA @ KATONG,,,N,1.30691,103.902071
PARC REGENCY,,,N,1.352083,103.819836
PALM RESIDENCE,,,N,1.352083,103.819836
PRESTIGE RESIDENCE,,,N,1.352083,103.819836
DLV.,,,N,1.315619,103.825174
FIFTH AVENUE CONDOMINIUM,,,N,1.352083,103.819836
SKY GREEN,Unique Realty Pte Ltd,Macpherson Road,N,1.352083,103.819836
8 NAPIER,,,N,1.306853,103.820542
SUNSET LODGE,,,N,1.352083,103.819836
MERALODGE,,,N,1.352083,103.819836
VILLA DES FLORES,,,N,1.352083,103.819836
CHANCERY GARDEN,,,N,1.319894,103.837951
SUN ROSIER,,,N,1.352083,103.819836
YI MEI GARDENS,,,N,1.293383,103.802453
MOUNT ROSIE GARDEN,,,N,1.322844,103.835245
SUI GENERIS,,,N,1.352083,103.819836
PARKWAY MANSION,,,N,1.299398,103.899456
KINGSGROVE,,,N,1.352083,103.819836
18 SHELFORD,,,Y,1.327314,103.812824
HERITAGE PLACE,,,Y,1.410224,103.834069
ORCHARD VIEW,,,Y,1.301578,103.838276
CEYLON RESIDENCE,,,Y,1.352083,103.819836
HONOLULU TOWER,,,Y,1.352083,103.819836
THE PROMONT,,,Y,1.352083,103.819836
MILLAGE,Mequity Assets Pte Ltd,Changi Road,Y,1.352083,103.819836
BALMORAL PLAZA,,,Y,1.352083,103.819836
FENARA COURT,,,Y,1.318605,103.911636
LAVERNE'S LOFT,,,Y,1.311242,103.910223
ENVIO,,,Y,1.352083,103.819836
MORIMASA GARDENS,,,N,1.352083,103.819836
SERENE VIEW MANSIONS,,,N,1.352083,103.819836
ASTRIDVILLE,,,N,1.352083,103.819836
PINETREE CONDOMINIUM,,,N,1.352083,103.819836
GISBORNE LIGHT,,,N,1.315698,103.829919
ONAN SUITES,,,N,1.352083,103.819836
CASA MEYA,,,N,1.352083,103.819836
THE EASTSIDE,,,N,1.305226,103.923256
PASADENA,,,N,1.352083,103.819836
YI KAI COURT,,,N,1.352083,103.819836
AROOZOO CENTRE,,,N,1.352083,103.819836
HAMPTON COURT,,,N,1.352083,103.819836
ADAM PLACE,,,N,1.329655,103.814785
CHARISMA VIEW,,,N,1.352083,103.819836
ST PATRICK'S COURT,,,N,1.308075,103.912202
JI XIANG COURT,,,N,1.313064,103.910611
THE MEYER PLACE,,,N,1.298351,103.886458
RANGOON VIEW,,,N,1.315768,103.853482
SYLVAN LODGE,,,N,1.312777,103.798278
3@PHILLIPS,,,N,1.363765,103.874399
SUNBIRD VIEW,,,N,1.339377,103.959243
GREENDALE COURT,,,N,1.331764,103.807291
LE SHANTIER,,,N,1.326362,103.846602
SIMS POINT,,,N,1.313175,103.879462
BLOSSOM MANSIONS,,,N,1.352083,103.819836
TEMBELINA,,,N,1.352083,103.819836
28 IMPERIAL RESIDENCES,,,N,1.352083,103.819836
MARTIN EDGE,,,N,1.352083,103.819836
E7 LODGE,,,N,1.400674,103.747371
ONE DUSUN RESIDENCES,LVND Homes Pte Ltd,Jalan Dusun,N,1.327875,103.843727
TELOK KURAU LODGE,,,N,1.352083,103.819836
THE COTERIE @ HOLLAND,,,N,1.352083,103.819836
EURO0ASIA LODGE,,,N,1.352083,103.819836
WANG LODGE,,,N,1.31162,103.875783
THE TAIPAN,,,N,1.312409,103.934958
PETAIN RD/TYRWHITT RD CON AREA,,,N,1.352083,103.819836
8 BASSEIN,,,N,1.324074,103.848284
SOPHIA LODGE,,,N,1.352083,103.819836
RADIX,,,N,1.352083,103.819836
BOON SING BUILDING,,,N,1.352083,103.819836
GAMBIR RIDGE,Meadows Investment Pte Ltd,Gambir Walk,N,1.34563,103.875495
WILKIE REGENCY,,,N,1.303097,103.847674
CRYSTAL DE AZURE,,,N,1.343446,103.881745
WEDGEWOOD MANSIONS,,,N,1.312419,103.915677
SUNFLOWER MANSIONS,,,N,1.352083,103.819836
TROPICS @ HAIGSVILLE,,,N,1.352083,103.819836
LIEN TOWERS,,,N,1.310021,103.804952
SUMMER GREEN,,,N,1.326895,103.849781
D' PALMA,,,N,1.352083,103.819836
THE ODEON KATONG,,,N,1.352083,103.819836
TAN TONG MENG TOWER,,,N,1.352083,103.819836
RISING SUITES,,,N,1.352083,103.819836
GUILLEMARD VIEW,,,N,1.311105,103.884877
MARSHALL LODGE,,,N,1.352083,103.819836
J C DRAYCOTT,,,N,1.309655,103.832151
WARNER COURT,,,N,1.352083,103.819836
THE MKZ,,,N,1.352083,103.819836
CANBERLIN APARTMENTS,,,N,1.352083,103.819836
PARK HOUSE,,,N,1.278889,103.801499
RICH.RESIDENCE,,,N,1.352083,103.819836
MADEIRA COURT,,,N,1.310279,103.909781
KATONG APARTMENTS,,,N,1.308781,103.910892
FRAGRANCE COURT,,,N,1.352083,103.819836
CHATEAU ELIZA,,,N,1.352083,103.819836
ONE NORTH BRIDGE,,,N,1.28992,103.849345
ST MARTIN'S APARTMENT,,,N,1.29409,103.838112
CLAYMORE PLAZA,,,N,1.307809,103.829943
SAM LEONG MANSION,,,N,1.352083,103.819836
LIANG SEAH COURT,,,N,1.297828,103.856574
EAST VILLAGE,,,N,1.355379,103.867744
GILLENIA,,,N,1.352083,103.819836
MILL CREEK,,,N,1.352083,103.819836
EASTPAC BUILDING,,,N,1.326808,103.843366
BARTLEY COURT,,,N,1.343714,103.87802
VERDUN HOUSE,,,N,1.352083,103.819836
BENG TONG MANSION,,,N,1.352083,103.819836
JERSEY LODGE,,,N,1.352083,103.819836
SIXTH AVENUE CENTRE,,,N,1.331615,103.795031
GALAXY TOWERS,,,N,1.352083,103.819836
SUNFLOWER GRANDEUR,,,N,1.352083,103.819836
SOPHIA MANSION,,,N,1.301537,103.849632
SUNSHINE LOFT,,,N,1.352083,103.819836
CAIRNHILL MANSIONS,,,N,1.352083,103.819836
WOODSVILLE MANSIONS,,,N,1.352083,103.819836
CENTRAL MEADOWS,,,N,1.344211,103.860034
KOON SENG COURT,,,N,1.311561,103.904316
KINGSLEY MANSIONS,,,N,1.326983,103.850137
FARRER PARK SUITES,,,N,1.352083,103.819836
TOP TEN,,,N,1.305885,103.839408
BETA GROVE,,,N,1.352083,103.819836
FAIRHAVEN,,,N,1.352083,103.819836
PEPPERMINT GROVE,,,N,1.352083,103.819836
KEMAMAN VIEW,,,N,1.327344,103.851281
NAM PENG CENTRE,,,N,1.354321,103.878236
LLOYD COURT,,,N,1.297292,103.839565
MOONSTONE ROYALE,,,N,1.352083,103.819836
PRESTO@UPPER SERANGOON,Oxley Global Pte Ltd,Upper Serangoon Road,N,1.355357,103.867871
KUM HING COURT,,,N,1.352083,103.819836
SERAYA VILLE,,,N,1.352083,103.819836
THE VANDERLINT,,,N,1.352083,103.819836
NOVENA VILLE,,,N,1.317064,103.889569
WHITESCAPE,,,N,1.352083,103.819836
CRANE COURT,,,N,1.311969,103.898146
PETAIN COURT,,,N,1.31216,103.858739
UNI BUILDING,,,N,1.352083,103.819836
D'SAVILLE,,,N,1.352083,103.819836
TREESCAPE,,,N,1.352083,103.819836
ENG AUN MANSION,,,N,1.352083,103.819836
EASTERN RESIDENCE,,,N,1.317829,103.832478
THE SUNFLOWER,,,N,1.310706,103.87655
JADE TOWER,,,N,1.352083,103.819836
CHIKU MANSIONS,,,N,1.352083,103.819836
BALESTIER 288,,,N,1.322843,103.852883
ROSYTH RESIDENCE,,,N,1.352083,103.819836
CASA FELIZ,,,N,1.352083,103.819836
KOVAN COURT,,,N,1.358358,103.881172
BLOSSOM VIEW,,,N,1.352083,103.819836
NASSIM 9,,,N,1.30771,103.825357
BARTLEY GROVE,,,N,1.343714,103.87802
RANGOON COURT,,,N,1.315768,103.853482
VICENTA LODGE,,,N,1.32059,103.909163
HAIG LODGE,,,N,1.308115,103.898041
UPPER SERANGOON SHOPPING CENTRE,,,N,1.352083,103.819836
TIVOLI LODGE,,,N,1.315219,103.886953
PADDY GREEN,,,N,1.352083,103.819836
YONG SIAK COURT,,,N,1.282711,103.830341
PEARLS CENTRE,,,N,1.281546,103.840877
APARTMENT 8,,,N,1.305769,103.833078
YING MANSIONS,,,N,1.352083,103.819836
GRAY MANSIONS,,,N,1.312659,103.89343
MADISON RESIDENCES,,,Y,1.352083,103.819836
THE ORANGE GROVE,,,Y,1.310615,103.825973
NASSIM JADE,,,Y,1.352083,103.819836
BEAUFORT ON NASSIM,,,Y,1.352083,103.819836
LOYANG TOWNHOUSES,,,N,1.379236,103.964267
WESTVALE,,,N,1.289138,103.777387
LOYANG GARDENS,,,N,1.378142,103.956765
MARINA COLLECTION,,,Y,1.244021,103.839831
10 SHELFORD,,,Y,1.32591,103.812499
THE AMERALD STUDIO,,,Y,1.30677,103.899172
LEIGHWOODS,,,N,1.315009,103.777313
THE EDGEWATER,,,N,1.352083,103.819836
SARHAD VILLE,,,N,1.280714,103.788507
